<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.AAPL,30,20170217,220000,135.4773000,135.5400000,135.4400000,135.5223000,649951
US1.AAPL,30,20170217,223000,135.5238000,135.5600000,135.4600000,135.5600000,557842
US1.AAPL,30,20170217,230000,135.5600000,135.6100000,135.4800000,135.5099000,713263
US1.AAPL,30,20170217,233000,135.5042000,135.5300000,135.3700000,135.3800000,796872
US1.AAPL,30,20170218,000000,135.3800000,135.7500000,135.3800000,135.7100000,2784753
US1.AAPL,30,20170221,180000,136.2400000,136.6200000,135.9800000,136.2050000,4684753
US1.AAPL,30,20170221,183000,136.2200000,136.3510000,136.1700000,136.2600000,1619931
US1.AAPL,30,20170221,190000,136.2700000,136.4900000,136.2500000,136.4300000,1524131
US1.AAPL,30,20170221,193000,136.4300000,136.5000000,136.1600000,136.1999000,1251175
US1.AAPL,30,20170221,200000,136.1900000,136.3658000,136.0700000,136.3100000,1024917
US1.AAPL,30,20170221,203000,136.3100000,136.3200000,136.0800000,136.2510000,786615
US1.AAPL,30,20170221,210000,136.2500000,136.3300000,136.2000000,136.2800000,623069
US1.AAPL,30,20170221,213000,136.2700000,136.4900000,136.2200000,136.4650000,853593
US1.AAPL,30,20170221,220000,136.4600000,136.4600000,136.3300000,136.3800000,582270
US1.AAPL,30,20170221,223000,136.3800000,136.5600000,136.3500000,136.5100000,896056
US1.AAPL,30,20170221,230000,136.5100000,136.6000000,136.4600000,136.5650000,716167
US1.AAPL,30,20170221,233000,136.5600000,136.7000000,136.5200000,136.6857000,1042153
US1.AAPL,30,20170222,000000,136.6847000,136.7500000,136.5900000,136.6900000,2131892
US1.AAPL,30,20170222,180000,136.4600000,136.6000000,136.1100000,136.3478000,2916444
US1.AAPL,30,20170222,183000,136.3500000,136.5600000,136.3300000,136.4650000,1336455
US1.AAPL,30,20170222,190000,136.4600000,136.5800000,136.4000000,136.4500000,890135
US1.AAPL,30,20170222,193000,136.4600000,136.5500000,136.3578000,136.5457000,1061583
US1.AAPL,30,20170222,200000,136.5400000,136.6700000,136.4800000,136.4800000,762724
US1.AAPL,30,20170222,203000,136.4700000,136.6400000,136.4400000,136.6265000,474334
US1.AAPL,30,20170222,210000,136.6208000,136.6900000,136.5600000,136.6850000,501396
US1.AAPL,30,20170222,213000,136.6800000,136.8800000,136.6700000,136.8800000,776874
US1.AAPL,30,20170222,220000,136.8700000,137.1200000,136.8500000,136.9700000,1243428
US1.AAPL,30,20170222,223000,136.9700000,137.0600000,136.7200000,136.8600000,974818
US1.AAPL,30,20170222,230000,136.8500000,136.9000000,136.6500000,136.6500000,593645
US1.AAPL,30,20170222,233000,136.6500000,136.8700000,136.5600000,136.8450000,812733
US1.AAPL,30,20170223,000000,136.8400000,137.1100000,136.8300000,137.1000000,2343506
US1.AAPL,30,20170223,180000,137.3800000,137.4800000,136.6900000,137.0700000,3439613
US1.AAPL,30,20170223,183000,137.0750000,137.1900000,136.5547000,136.7300000,2153483
US1.AAPL,30,20170223,190000,136.7300000,137.0038000,136.3700000,136.3900000,1661313
US1.AAPL,30,20170223,193000,136.3927000,136.5400000,136.3000000,136.4500000,1836598
US1.AAPL,30,20170223,200000,136.4400000,136.7700000,136.4400000,136.6000000,1148407
US1.AAPL,30,20170223,203000,136.6000000,136.7400000,136.4600000,136.6700000,956699
US1.AAPL,30,20170223,210000,136.6700000,136.7500000,136.6200000,136.6900000,556267
US1.AAPL,30,20170223,213000,136.6900000,136.7400000,136.5600000,136.5600000,437066
US1.AAPL,30,20170223,220000,136.5600000,136.8500000,136.5598000,136.7700000,536188
US1.AAPL,30,20170223,223000,136.7600000,136.8100000,136.6000000,136.7600000,671458
US1.AAPL,30,20170223,230000,136.7550000,136.9300000,136.7200000,136.8250000,611812
US1.AAPL,30,20170223,233000,136.8200000,136.8900000,136.7056000,136.7056000,659110
US1.AAPL,30,20170224,000000,136.7000000,136.7700000,136.3799000,136.5300000,2305987
US1.AAPL,30,20170224,180000,135.9100000,136.1000000,135.3000000,135.8300000,4259503
US1.AAPL,30,20170224,183000,135.8250000,135.9300000,135.2800000,135.4700000,2212997
US1.AAPL,30,20170224,190000,135.4800000,135.8600000,135.4200000,135.8000000,1240784
US1.AAPL,30,20170224,193000,135.8000000,135.9800000,135.7350000,135.9700000,1024111
US1.AAPL,30,20170224,200000,135.9700000,135.9900000,135.7900000,135.8500000,699103
US1.AAPL,30,20170224,203000,135.8452000,135.9900000,135.7810000,135.9737000,816744
US1.AAPL,30,20170224,210000,135.9750000,136.2500000,135.9700000,136.1500000,1049630
US1.AAPL,30,20170224,213000,136.1500000,136.1800000,136.0300000,136.0900000,422461
US1.AAPL,30,20170224,220000,136.1000000,136.2000000,136.0500000,136.1450000,489056
US1.AAPL,30,20170224,223000,136.1400000,136.1550000,136.0100000,136.0400000,590593
US1.AAPL,30,20170224,230000,136.0450000,136.1200000,135.9600000,135.9950000,652251
US1.AAPL,30,20170224,233000,136.0000000,136.1300000,135.9200000,136.1000000,1088796
US1.AAPL,30,20170225,000000,136.0956000,136.6500000,136.0835000,136.6400000,3058283
US1.AAPL,30,20170227,180000,137.0400000,137.1500000,136.2800000,137.0800000,4295823
US1.AAPL,30,20170227,183000,137.0900000,137.4350000,136.9000000,137.3550000,2124271
US1.AAPL,30,20170227,190000,137.3550000,137.3800000,137.0300000,137.0400000,1278896
US1.AAPL,30,20170227,193000,137.0492000,137.1700000,136.9200000,136.9828000,1137022
US1.AAPL,30,20170227,200000,136.9850000,137.0600000,136.7700000,137.0000000,1085619
US1.AAPL,30,20170227,203000,137.0069000,137.0900000,136.9050000,137.0700000,588641
US1.AAPL,30,20170227,210000,137.0700000,137.1000000,136.9100000,136.9846000,546151
US1.AAPL,30,20170227,213000,136.9850000,137.1900000,136.9800000,137.1600000,577623
US1.AAPL,30,20170227,220000,137.1550000,137.2400000,137.0400000,137.0600000,648895
US1.AAPL,30,20170227,223000,137.0600000,137.1110000,136.9300000,137.0301000,530576
US1.AAPL,30,20170227,230000,137.0358000,137.1200000,136.9700000,136.9700000,570137
US1.AAPL,30,20170227,233000,136.9700000,137.0693000,136.9301000,137.0600000,724956
US1.AAPL,30,20170228,000000,137.0500000,137.1000000,136.8100000,136.9400000,1642984
US1.AAPL,30,20170228,180000,137.1000000,137.4100000,136.8300000,136.9500000,2892199
US1.AAPL,30,20170228,183000,136.9500000,137.3800000,136.9000000,137.2900000,1462643
US1.AAPL,30,20170228,190000,137.3000000,137.4350000,137.1900000,137.2250000,1079501
US1.AAPL,30,20170228,193000,137.2253000,137.3800000,137.0900000,137.2850000,969102
US1.AAPL,30,20170228,200000,137.2800000,137.4200000,137.2400000,137.2900000,724701
US1.AAPL,30,20170228,203000,137.2850000,137.3000000,136.7850000,136.8400000,1465760
US1.AAPL,30,20170228,210000,136.8400000,137.1100000,136.7800000,136.9950000,1008807
US1.AAPL,30,20170228,213000,137.0000000,137.1400000,136.9700000,137.0600000,816528
US1.AAPL,30,20170228,220000,137.0600000,137.2433000,137.0100000,137.2200000,740908
US1.AAPL,30,20170228,223000,137.2250000,137.2400000,136.9600000,136.9900000,853899
US1.AAPL,30,20170228,230000,137.0000000,137.0100000,136.9200000,136.9800000,667576
US1.AAPL,30,20170228,233000,136.9800000,137.0100000,136.8700000,136.8753000,1091699
US1.AAPL,30,20170301,000000,136.8800000,137.0700000,136.7000000,136.9900000,2703274
US1.AAPL,30,20170301,180000,137.8900000,138.3000000,137.5950000,138.1408000,4015079
US1.AAPL,30,20170301,183000,138.1500000,138.5700000,138.1300000,138.5400000,2393857
US1.AAPL,30,20170301,190000,138.5400000,139.0200000,138.4300000,138.9199000,2622291
US1.AAPL,30,20170301,193000,138.9200000,139.7000000,138.8700000,139.6700000,2636676
US1.AAPL,30,20170301,200000,139.6731000,139.7400000,139.5200000,139.6700000,1747911
US1.AAPL,30,20170301,203000,139.6700000,139.9900000,139.6535000,139.7700000,2181664
US1.AAPL,30,20170301,210000,139.7800000,139.9050000,139.7700000,139.8100000,1160777
US1.AAPL,30,20170301,213000,139.8000000,140.0800000,139.7600000,139.8377000,2812923
US1.AAPL,30,20170301,220000,139.8300000,139.9600000,139.6200000,139.7700000,1928764
US1.AAPL,30,20170301,223000,139.7700000,139.9700000,139.5200000,139.8900000,1806793
US1.AAPL,30,20170301,230000,139.9000000,140.1500000,139.7700000,140.0900000,2012628
US1.AAPL,30,20170301,233000,140.0970000,140.1000000,139.9000000,139.9750000,1419470
US1.AAPL,30,20170302,000000,139.9700000,140.1000000,139.7400000,139.7900000,3234190
US1.AAPL,30,20170302,180000,139.9700000,140.2786000,139.6300000,139.8800000,4473835
US1.AAPL,30,20170302,183000,139.8800000,139.9000000,139.6100000,139.8750000,1496137
US1.AAPL,30,20170302,190000,139.8600000,139.8792000,139.6779000,139.6999000,1149279
US1.AAPL,30,20170302,193000,139.6800000,139.7000000,139.2300000,139.5600000,1934505
US1.AAPL,30,20170302,200000,139.5600000,139.6000000,139.3600000,139.6000000,1228217
US1.AAPL,30,20170302,203000,139.6000000,139.7300000,139.3800000,139.4453000,1159167
US1.AAPL,30,20170302,210000,139.4400000,139.6200000,139.3400000,139.6200000,729259
US1.AAPL,30,20170302,213000,139.6124000,139.6300000,139.1100000,139.1850000,1854220
US1.AAPL,30,20170302,220000,139.1800000,139.2169000,138.8470000,139.0551000,1542414
US1.AAPL,30,20170302,223000,139.0600000,139.2500000,139.0100000,139.1650000,901941
US1.AAPL,30,20170302,230000,139.1699000,139.2600000,139.0700000,139.1400000,828060
US1.AAPL,30,20170302,233000,139.1400000,139.1700000,138.8000000,138.9600000,1184189
US1.AAPL,30,20170303,000000,138.9700000,139.0700000,138.7600000,138.9300000,2976357
US1.AAPL,30,20170303,180000,138.7600000,139.3400000,138.5900000,139.1320000,2827625
US1.AAPL,30,20170303,183000,139.1400000,139.3500000,138.9200000,139.0900000,1408594
US1.AAPL,30,20170303,190000,139.1000000,139.1099000,138.8600000,139.0100000,1011494
US1.AAPL,30,20170303,193000,139.0100000,139.2300000,138.8900000,139.1152000,828948
US1.AAPL,30,20170303,200000,139.1000000,139.2200000,138.9700000,139.1700000,803114
US1.AAPL,30,20170303,203000,139.1700000,139.3339000,139.0950000,139.3100000,733785
US1.AAPL,30,20170303,210000,139.3100000,139.5300000,139.3000000,139.4700000,1000577
US1.AAPL,30,20170303,213000,139.4600000,139.8300000,139.3000000,139.5900000,1453262
US1.AAPL,30,20170303,220000,139.5900000,139.7000000,139.4500000,139.6800000,663531
US1.AAPL,30,20170303,223000,139.6700000,139.8300000,139.4600000,139.4700000,1004956
US1.AAPL,30,20170303,230000,139.4785000,139.6600000,139.4700000,139.6152000,593514
US1.AAPL,30,20170303,233000,139.6200000,139.7600000,139.5600000,139.6900000,878172
US1.AAPL,30,20170304,000000,139.6784000,139.7800000,139.5700000,139.7700000,2536986
US1.AAPL,30,20170306,180000,139.3650000,139.7700000,139.0854000,139.2700000,3020740
US1.AAPL,30,20170306,183000,139.2727000,139.2727000,138.7000000,138.8300000,1938340
US1.AAPL,30,20170306,190000,138.8200000,138.9400000,138.6600000,138.6800000,1292834
US1.AAPL,30,20170306,193000,138.6900000,138.9200000,138.6000000,138.7200000,1022824
US1.AAPL,30,20170306,200000,138.7216000,138.7800000,138.6100000,138.7100000,659631
US1.AAPL,30,20170306,203000,138.7043000,138.7800000,138.5959000,138.6900000,631110
US1.AAPL,30,20170306,210000,138.6949000,138.8900000,138.6400000,138.8600000,809715
US1.AAPL,30,20170306,213000,138.8650000,139.2500000,138.8600000,139.2400000,1298369
US1.AAPL,30,20170306,220000,139.2449000,139.3500000,139.0835000,139.2900000,843068
US1.AAPL,30,20170306,223000,139.2879000,139.3400000,139.2100000,139.3261000,528678
US1.AAPL,30,20170306,230000,139.3250000,139.4300000,139.2900000,139.3500000,662600
US1.AAPL,30,20170306,233000,139.3500000,139.4593000,139.2600000,139.2600000,770586
US1.AAPL,30,20170307,000000,139.2700000,139.5400000,139.2600000,139.3200000,1572670
US1.AAPL,30,20170307,180000,139.0600000,139.5100000,138.7900000,139.0900000,2510212
US1.AAPL,30,20170307,183000,139.0839000,139.9150000,139.0400000,139.8200000,1744126
US1.AAPL,30,20170307,190000,139.8300000,139.9800000,139.7100000,139.7400000,1419364
US1.AAPL,30,20170307,193000,139.7400000,139.7600000,139.5100000,139.6400000,990797
US1.AAPL,30,20170307,200000,139.6350000,139.8299000,139.5210000,139.6900000,873469
US1.AAPL,30,20170307,203000,139.6854000,139.7100000,139.4200000,139.4689000,703440
US1.AAPL,30,20170307,210000,139.4600000,139.5800000,139.3800000,139.5800000,620198
US1.AAPL,30,20170307,213000,139.5800000,139.7600000,139.5700000,139.7258000,574207
US1.AAPL,30,20170307,220000,139.7300000,139.7406000,139.4650000,139.5100000,569520
US1.AAPL,30,20170307,223000,139.5150000,139.6700000,139.3900000,139.6157000,626424
US1.AAPL,30,20170307,230000,139.6185000,139.7000000,139.5000000,139.6850000,659058
US1.AAPL,30,20170307,233000,139.6861000,139.6900000,139.4210000,139.4853000,621405
US1.AAPL,30,20170308,000000,139.4899000,139.5250000,139.1500000,139.4900000,2054769
US1.AAPL,30,20170308,180000,138.9500000,139.6000000,138.9000000,139.5950000,3174597
US1.AAPL,30,20170308,183000,139.6000000,139.6200000,139.2300000,139.5200000,1293207
US1.AAPL,30,20170308,190000,139.5200000,139.7500000,139.4200000,139.7000000,1087002
US1.AAPL,30,20170308,193000,139.6947000,139.8000000,139.6000000,139.6600000,858570
US1.AAPL,30,20170308,200000,139.6600000,139.6600000,139.1300000,139.1900000,1202105
US1.AAPL,30,20170308,203000,139.1903000,139.2600000,139.1100000,139.1800000,807491
US1.AAPL,30,20170308,210000,139.1900000,139.3950000,139.1846000,139.2400000,565598
US1.AAPL,30,20170308,213000,139.2400000,139.4300000,139.2150000,139.2950000,484952
US1.AAPL,30,20170308,220000,139.3000000,139.4100000,139.2500000,139.3400000,535949
US1.AAPL,30,20170308,223000,139.3432000,139.4300000,138.9000000,138.9646000,1064906
US1.AAPL,30,20170308,230000,138.9600000,139.1100000,138.9225000,139.1050000,747484
US1.AAPL,30,20170308,233000,139.1050000,139.2300000,139.0500000,139.1200000,691998
US1.AAPL,30,20170309,000000,139.1200000,139.1250000,138.8200000,139.0100000,1865669
US1.AAPL,30,20170309,180000,138.7400000,138.7900000,137.0500000,138.4400000,5643861
US1.AAPL,30,20170309,183000,138.4300000,138.7150000,138.3500000,138.4700000,1813688
US1.AAPL,30,20170309,190000,138.4750000,138.7000000,138.4000000,138.6450000,1048937
US1.AAPL,30,20170309,193000,138.6450000,138.7400000,138.5500000,138.6000000,778041
US1.AAPL,30,20170309,200000,138.6000000,138.6700000,138.5176000,138.6201000,575197
US1.AAPL,30,20170309,203000,138.6200000,138.6550000,138.4300000,138.4800000,543106
US1.AAPL,30,20170309,210000,138.4752000,138.5700000,138.3500000,138.5100000,493853
US1.AAPL,30,20170309,213000,138.5151000,138.5700000,138.4200000,138.4253000,329674
US1.AAPL,30,20170309,220000,138.4300000,138.4350000,138.2400000,138.3090000,809582
US1.AAPL,30,20170309,223000,138.3100000,138.3200000,137.8000000,138.1100000,1308265
US1.AAPL,30,20170309,230000,138.1150000,138.2900000,137.8800000,138.2799000,985271
US1.AAPL,30,20170309,233000,138.2800000,138.5900000,138.2700000,138.4801000,1108968
US1.AAPL,30,20170310,000000,138.4800000,138.6900000,138.4750000,138.6800000,1692869
US1.AAPL,30,20170310,180000,139.2500000,139.2900000,138.6400000,139.0500000,3157779
US1.AAPL,30,20170310,183000,139.0400000,139.2600000,139.0200000,139.0200000,1639728
US1.AAPL,30,20170310,190000,139.0200000,139.1100000,138.7600000,138.9800000,1295227
US1.AAPL,30,20170310,193000,138.9700000,139.3200000,138.8700000,139.2634000,1217852
US1.AAPL,30,20170310,200000,139.2675000,139.3571000,139.1400000,139.1900000,958718
US1.AAPL,30,20170310,203000,139.1850000,139.2800000,139.1200000,139.2050000,510531
US1.AAPL,30,20170310,210000,139.2000000,139.2100000,138.7700000,139.0300000,1133770
US1.AAPL,30,20170310,213000,139.0300000,139.1000000,138.8100000,138.9000000,732715
US1.AAPL,30,20170310,220000,138.9000000,139.1000000,138.8500000,139.0400000,733872
US1.AAPL,30,20170310,223000,139.0368000,139.1800000,138.9850000,139.1700000,667880
US1.AAPL,30,20170310,230000,139.1773000,139.2700000,139.1100000,139.1900000,802855
US1.AAPL,30,20170310,233000,139.1900000,139.2500000,139.1200000,139.2400000,849289
US1.AAPL,30,20170311,000000,139.2400000,139.3199000,139.0000000,139.1500000,1995843
US1.AAPL,30,20170313,170000,138.8500000,139.4000000,138.8200000,139.1100000,2238861
US1.AAPL,30,20170313,173000,139.1100000,139.1600000,138.8900000,138.9650000,1478297
US1.AAPL,30,20170313,180000,138.9700000,139.0900000,138.8400000,139.0700000,957485
US1.AAPL,30,20170313,183000,139.0737000,139.0900000,138.9000000,138.9300000,575208
US1.AAPL,30,20170313,190000,138.9200000,139.0299000,138.8600000,138.9800000,883054
US1.AAPL,30,20170313,193000,138.9900000,139.4300000,138.9400000,139.0100000,1331146
US1.AAPL,30,20170313,200000,139.0100000,139.1603000,138.9800000,139.1150000,691743
US1.AAPL,30,20170313,203000,139.1123000,139.3300000,139.0950000,139.2300000,824730
US1.AAPL,30,20170313,210000,139.2300000,139.3100000,139.1300000,139.2600000,634661
US1.AAPL,30,20170313,213000,139.2700000,139.3700000,139.2100000,139.3400000,624270
US1.AAPL,30,20170313,220000,139.3300000,139.3550000,139.2200000,139.2200000,486613
US1.AAPL,30,20170313,223000,139.2300000,139.2700000,139.1650000,139.2500000,551867
US1.AAPL,30,20170313,230000,139.2500000,139.2800000,139.1200000,139.1900000,1371254
US1.AAPL,30,20170314,170000,139.3000000,139.6500000,139.2500000,139.4500000,2763979
US1.AAPL,30,20170314,173000,139.4500000,139.4500000,138.9200000,139.0925000,1325560
US1.AAPL,30,20170314,180000,139.0900000,139.1150000,138.8400000,139.0400000,1118532
US1.AAPL,30,20170314,183000,139.0318000,139.1400000,138.9000000,139.0300000,940022
US1.AAPL,30,20170314,190000,139.0300000,139.2100000,138.9300000,139.2054000,723124
US1.AAPL,30,20170314,193000,139.2100000,139.2400000,138.9800000,139.1010000,807834
US1.AAPL,30,20170314,200000,139.1100000,139.1200000,138.9810000,139.0400000,418853
US1.AAPL,30,20170314,203000,139.0400000,139.1600000,139.0100000,139.0600000,551549
US1.AAPL,30,20170314,210000,139.0546000,139.1056000,138.9500000,139.0100000,634756
US1.AAPL,30,20170314,213000,139.0046000,139.0400000,138.8600000,138.9400000,575748
US1.AAPL,30,20170314,220000,138.9500000,139.0400000,138.8500000,138.9590000,592612
US1.AAPL,30,20170314,223000,138.9550000,139.1000000,138.9500000,139.0600000,697692
US1.AAPL,30,20170314,230000,139.0500000,139.0700000,138.9100000,138.9800000,1133589
US1.AAPL,30,20170315,170000,139.4600000,139.5200000,139.0250000,139.2600000,2413027
US1.AAPL,30,20170315,173000,139.2500000,139.3500000,139.1800000,139.3200000,927880
US1.AAPL,30,20170315,180000,139.3250000,139.3500000,139.1200000,139.2150000,728312
US1.AAPL,30,20170315,183000,139.2100000,139.4700000,139.1700000,139.4202000,671990
US1.AAPL,30,20170315,190000,139.4250000,139.5400000,139.3900000,139.5200000,671619
US1.AAPL,30,20170315,193000,139.5200000,139.9300000,139.4200000,139.8600000,1169019
US1.AAPL,30,20170315,200000,139.8500000,140.1400000,139.8500000,139.9437000,2679351
US1.AAPL,30,20170315,203000,139.9500000,140.0500000,139.7800000,139.8800000,848033
US1.AAPL,30,20170315,210000,139.8800000,139.9500000,139.8200000,139.9100000,692444
US1.AAPL,30,20170315,213000,139.9100000,140.4000000,139.7300000,140.1500000,2725071
US1.AAPL,30,20170315,220000,140.1500000,140.3550000,139.9310000,140.3200000,1421922
US1.AAPL,30,20170315,223000,140.3200000,140.6350000,140.2400000,140.6300000,1643993
US1.AAPL,30,20170315,230000,140.6300000,140.7501000,140.4000000,140.4500000,3000719
US1.AAPL,30,20170316,170000,140.7200000,141.0200000,140.4200000,140.7700000,3671864
US1.AAPL,30,20170316,173000,140.7710000,140.8900000,140.4200000,140.4200000,1548731
US1.AAPL,30,20170316,180000,140.4250000,140.6500000,140.3500000,140.5434000,1263817
US1.AAPL,30,20170316,183000,140.5400000,140.5657000,140.3500000,140.3700000,1012492
US1.AAPL,30,20170316,190000,140.3700000,140.6025000,140.2600000,140.5700000,955247
US1.AAPL,30,20170316,193000,140.5800000,140.8600000,140.5200000,140.7800000,1037875
US1.AAPL,30,20170316,200000,140.7800000,140.8500000,140.6800000,140.8000000,805728
US1.AAPL,30,20170316,203000,140.8099000,140.8100000,140.5800000,140.6200000,636316
US1.AAPL,30,20170316,210000,140.6200000,140.7600000,140.5200000,140.6408000,682388
US1.AAPL,30,20170316,213000,140.6400000,140.7900000,140.6100000,140.7200000,557325
US1.AAPL,30,20170316,220000,140.7153000,140.7500000,140.4600000,140.5000000,744422
US1.AAPL,30,20170316,223000,140.5000000,140.5400000,140.3800000,140.4200000,831932
US1.AAPL,30,20170316,230000,140.4150000,140.7300000,140.4000000,140.6900000,2100110
US1.AAPL,30,20170317,170000,140.9000000,141.0000000,140.5800000,140.5884000,11569369
US1.AAPL,30,20170317,173000,140.5900000,140.6700000,140.5000000,140.5200000,1118802
US1.AAPL,30,20170317,180000,140.5200000,140.6900000,140.4180000,140.6400000,930077
US1.AAPL,30,20170317,183000,140.6450000,140.6800000,140.5100000,140.5700000,674765
US1.AAPL,30,20170317,190000,140.5800000,140.6700000,140.4600000,140.6000000,677311
US1.AAPL,30,20170317,193000,140.6010000,140.6800000,140.5700000,140.6611000,654258
US1.AAPL,30,20170317,200000,140.6650000,140.8400000,140.6000000,140.7500000,861668
US1.AAPL,30,20170317,203000,140.7463000,140.8700000,140.7100000,140.8569000,549144
US1.AAPL,30,20170317,210000,140.8500000,140.8900000,140.7200000,140.7200000,497166
US1.AAPL,30,20170317,213000,140.7200000,140.9500000,140.7200000,140.8800000,748629
US1.AAPL,30,20170317,220000,140.8800000,140.9100000,140.7300000,140.7700000,747493
US1.AAPL,30,20170317,223000,140.7700000,140.8400000,140.3700000,140.4000000,1253852
US1.AAPL,30,20170317,230000,140.3917000,140.4300000,139.8900000,139.9100000,4491690
US1.AAPL,30,20170320,170000,140.4000000,140.7600000,140.2300000,140.7365000,2876376
US1.AAPL,30,20170320,173000,140.7300000,141.3400000,140.6900000,141.2250000,2176434
US1.AAPL,30,20170320,180000,141.2299000,141.3000000,141.0000000,141.0810000,1436042
US1.AAPL,30,20170320,183000,141.0900000,141.3400000,141.0800000,141.2400000,1054411
US1.AAPL,30,20170320,190000,141.2499000,141.3200000,141.0450000,141.0800000,791349
US1.AAPL,30,20170320,193000,141.0850000,141.2500000,141.0400000,141.0800000,668060
US1.AAPL,30,20170320,200000,141.0800000,141.2400000,141.0400000,141.1093000,727058
US1.AAPL,30,20170320,203000,141.1093000,141.2400000,141.0601000,141.2100000,543478
US1.AAPL,30,20170320,210000,141.2065000,141.2156000,140.9100000,141.0000000,841416
US1.AAPL,30,20170320,213000,141.0100000,141.1600000,140.9600000,141.1000000,619724
US1.AAPL,30,20170320,220000,141.0900000,141.1300000,140.8600000,140.9000000,925291
US1.AAPL,30,20170320,223000,140.9100000,141.2900000,140.8500000,141.2501000,1398609
US1.AAPL,30,20170320,230000,141.2550000,141.5000000,141.2400000,141.4900000,2383680
US1.AAPL,30,20170321,170000,142.1100000,142.8000000,142.1100000,142.7100000,5368441
US1.AAPL,30,20170321,173000,142.7142000,142.7142000,142.1500000,142.2700000,2662264
US1.AAPL,30,20170321,180000,142.2701000,142.4000000,141.7400000,141.9910000,2550730
US1.AAPL,30,20170321,183000,142.0000000,142.0100000,141.2200000,141.4500000,2785155
US1.AAPL,30,20170321,190000,141.4300000,141.5100000,140.9500000,141.4650000,2462512
US1.AAPL,30,20170321,193000,141.4700000,141.4799000,141.0300000,141.0900000,1849956
US1.AAPL,30,20170321,200000,141.0900000,141.1200000,140.3200000,140.5700000,2250314
US1.AAPL,30,20170321,203000,140.5700000,140.7250000,140.2700000,140.6150000,1457290
US1.AAPL,30,20170321,210000,140.6100000,140.6300000,139.8908000,139.9400000,1800825
US1.AAPL,30,20170321,213000,139.9400000,140.3499000,139.7300000,140.1700000,1818544
US1.AAPL,30,20170321,220000,140.1700000,140.4800000,139.9300000,140.4700000,1615305
US1.AAPL,30,20170321,223000,140.4600000,140.6000000,140.2600000,140.5610000,2224056
US1.AAPL,30,20170321,230000,140.5600000,140.5625000,139.8300000,139.8500000,4346547
US1.AAPL,30,20170322,170000,139.8450000,141.0000000,139.7600000,140.4100000,4644453
US1.AAPL,30,20170322,173000,140.4400000,140.7800000,140.1150000,140.2910000,2415931
US1.AAPL,30,20170322,180000,140.2975000,140.8000000,139.9600000,140.7900000,1879401
US1.AAPL,30,20170322,183000,140.7883000,141.3700000,140.6700000,141.3644000,2351490
US1.AAPL,30,20170322,190000,141.3700000,141.3893000,141.1100000,141.1200000,1075790
US1.AAPL,30,20170322,193000,141.1250000,141.1870000,140.8100000,140.9700000,954472
US1.AAPL,30,20170322,200000,140.9650000,141.2300000,140.8100000,140.9900000,1058915
US1.AAPL,30,20170322,203000,140.9800000,141.0400000,140.6300000,140.7600000,999182
US1.AAPL,30,20170322,210000,140.7610000,141.1400000,140.7350000,140.8700000,1020493
US1.AAPL,30,20170322,213000,140.8800000,141.1400000,140.8800000,140.9450000,847901
US1.AAPL,30,20170322,220000,140.9500000,141.2200000,140.8300000,141.1800000,800015
US1.AAPL,30,20170322,223000,141.1773000,141.3400000,141.0800000,141.1200000,931323
US1.AAPL,30,20170322,230000,141.1110000,141.6000000,141.1000000,141.4300000,2634329
US1.AAPL,30,20170323,170000,141.2600000,141.4800000,140.6200000,140.7600000,2790108
US1.AAPL,30,20170323,173000,140.7618000,141.0886000,140.6100000,140.8800000,1349223
US1.AAPL,30,20170323,180000,140.8800000,141.3000000,140.8350000,141.1300000,1142671
US1.AAPL,30,20170323,183000,141.1400000,141.3900000,141.0400000,141.2700000,1144057
US1.AAPL,30,20170323,190000,141.2700000,141.3400000,141.1700000,141.3200000,678623
US1.AAPL,30,20170323,193000,141.3200000,141.5844000,141.2800000,141.4600000,860105
US1.AAPL,30,20170323,200000,141.4601000,141.4700000,141.0400000,141.1800000,844015
US1.AAPL,30,20170323,203000,141.1900000,141.2000000,140.6900000,140.7200000,1347030
US1.AAPL,30,20170323,210000,140.7200000,140.9800000,140.7000000,140.8400000,952357
US1.AAPL,30,20170323,213000,140.8300000,141.2400000,140.8000000,141.1500000,930356
US1.AAPL,30,20170323,220000,141.1600000,141.3400000,141.0843000,141.1300000,1007385
US1.AAPL,30,20170323,223000,141.1300000,141.1400000,140.8800000,140.9100000,1430239
US1.AAPL,30,20170323,230000,140.9200000,140.9700000,140.6200000,140.9200000,2541785
US1.AAPL,30,20170324,170000,141.3900000,141.7400000,141.2000000,141.5300000,3182395
US1.AAPL,30,20170324,173000,141.5390000,141.5400000,141.2600000,141.3300000,1344140
US1.AAPL,30,20170324,180000,141.3400000,141.6300000,141.2600000,141.5100000,1097284
US1.AAPL,30,20170324,183000,141.5200000,141.6500000,141.4100000,141.4600000,823109
US1.AAPL,30,20170324,190000,141.4600000,141.5400000,141.3500000,141.4200000,777279
US1.AAPL,30,20170324,193000,141.4200000,141.4600000,140.9500000,141.3721000,1450752
US1.AAPL,30,20170324,200000,141.3800000,141.4400000,141.1900000,141.2900000,827995
US1.AAPL,30,20170324,203000,141.2850000,141.3300000,141.0499000,141.1099000,672965
US1.AAPL,30,20170324,210000,141.1029000,141.1300000,140.7583000,140.7750000,801059
