<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.AAPL,30,20180815,180000,208.5400000,209.2400000,208.3300000,208.6012000,1694920
US1.AAPL,30,20180815,183000,208.5900000,209.1900000,208.5000000,208.8900000,1584370
US1.AAPL,30,20180815,190000,208.8900000,209.2100000,208.3900000,208.4150000,1336710
US1.AAPL,30,20180815,193000,208.4100000,208.9900000,208.3900000,208.9850000,1109574
US1.AAPL,30,20180815,200000,208.9800000,209.2500000,208.8800000,209.1850000,877106
US1.AAPL,30,20180815,203000,209.1900000,210.1500000,209.0600000,209.8100000,2654679
US1.AAPL,30,20180815,210000,209.8100000,210.0400000,209.5200000,209.5238000,984678
US1.AAPL,30,20180815,213000,209.5100000,209.5900000,209.0500000,209.1900000,1045106
US1.AAPL,30,20180815,220000,209.1800000,209.7050000,209.1500000,209.7050000,1029099
US1.AAPL,30,20180815,223000,209.7000000,210.0690000,209.6668000,210.0000000,1196896
US1.AAPL,30,20180815,230000,209.9900000,210.7400000,209.9812000,210.3000000,3299517
US1.AAPL,30,20180816,170000,211.7000000,212.4600000,211.4700000,211.9300000,3913831
US1.AAPL,30,20180816,173000,211.9300000,212.9400000,211.8600000,212.9325000,2321086
US1.AAPL,30,20180816,180000,212.9396000,213.2550000,212.5800000,212.8800000,1829649
US1.AAPL,30,20180816,183000,212.8758000,213.5300000,212.8510000,213.3500000,1836843
US1.AAPL,30,20180816,190000,213.3600000,213.4600000,213.0600000,213.2300000,1039683
US1.AAPL,30,20180816,193000,213.2200000,213.6600000,213.2200000,213.3447000,1303022
US1.AAPL,30,20180816,200000,213.3500000,213.3800000,212.9400000,213.1750000,1067020
US1.AAPL,30,20180816,203000,213.1800000,213.4200000,213.0900000,213.3700000,616332
US1.AAPL,30,20180816,210000,213.3750000,213.4500000,213.1400000,213.3400000,681869
US1.AAPL,30,20180816,213000,213.3450000,213.8000000,213.2700000,213.2700000,1496204
US1.AAPL,30,20180816,220000,213.2700000,213.5900000,213.1110000,213.5496000,942001
US1.AAPL,30,20180816,223000,213.5599000,213.8121000,213.4700000,213.7900000,1122044
US1.AAPL,30,20180816,230000,213.8000000,213.8018000,212.9000000,213.4800000,3052324
US1.AAPL,30,20180817,170000,213.4400000,215.2000000,213.1600000,214.6899000,5240984
US1.AAPL,30,20180817,173000,214.6800000,214.7500000,213.6800000,214.4200000,2565756
US1.AAPL,30,20180817,180000,214.4300000,215.3400000,214.4300000,215.2968000,2376507
US1.AAPL,30,20180817,183000,215.3100000,216.2400000,215.0200000,216.0500000,2572914
US1.AAPL,30,20180817,190000,216.0522000,217.6800000,215.9900000,217.3000000,3051575
US1.AAPL,30,20180817,193000,217.3168000,217.3600000,216.4700000,216.8400000,2209494
US1.AAPL,30,20180817,200000,216.8350000,216.8674000,216.1000000,216.3200000,1401582
US1.AAPL,30,20180817,203000,216.3200000,216.9200000,216.2300000,216.2985000,1131923
US1.AAPL,30,20180817,210000,216.2900000,216.8200000,216.2500000,216.7300000,974033
US1.AAPL,30,20180817,213000,216.7327000,217.5500000,216.6700000,217.3000000,1818184
US1.AAPL,30,20180817,220000,217.2903000,217.5000000,216.8800000,217.3500000,1086223
US1.AAPL,30,20180817,223000,217.3500000,217.4190000,216.9415000,217.0900000,1155745
US1.AAPL,30,20180817,230000,217.0900000,217.9500000,217.0700000,217.6100000,3333870
US1.AAPL,30,20180820,170000,218.0700000,219.1800000,217.1300000,217.4700000,5453675
US1.AAPL,30,20180820,173000,217.4300000,218.0400000,216.4400000,216.5100000,3166086
US1.AAPL,30,20180820,180000,216.5101000,216.7331000,215.7385000,215.8490000,2297473
US1.AAPL,30,20180820,183000,215.8400000,215.9290000,215.1100000,215.4900000,2197315
US1.AAPL,30,20180820,190000,215.4943000,215.8500000,215.2500000,215.3100000,1581486
US1.AAPL,30,20180820,193000,215.3200000,215.9200000,215.1100000,215.8600000,1123530
US1.AAPL,30,20180820,200000,215.8700000,216.2100000,215.6400000,216.1940000,774664
US1.AAPL,30,20180820,203000,216.2000000,216.8000000,216.0940000,216.2815000,1103909
US1.AAPL,30,20180820,210000,216.2815000,216.6800000,216.1900000,216.3300000,700895
US1.AAPL,30,20180820,213000,216.3300000,216.4200000,215.8800000,216.1200000,833676
US1.AAPL,30,20180820,220000,216.1187000,216.1200000,215.2500000,215.6150000,1188298
US1.AAPL,30,20180820,223000,215.6100000,215.7199000,215.3500000,215.4370000,803330
US1.AAPL,30,20180820,230000,215.4300000,215.7400000,215.2200000,215.4500000,2049969
US1.AAPL,30,20180821,170000,216.8000000,216.8300000,215.3862000,215.5200000,3352595
US1.AAPL,30,20180821,173000,215.5300000,215.6999000,214.0250000,214.8820000,3552425
US1.AAPL,30,20180821,180000,214.8883000,215.3600000,214.5800000,214.7100000,1444084
US1.AAPL,30,20180821,183000,214.7100000,215.8100000,214.5600000,215.6000000,1430248
US1.AAPL,30,20180821,190000,215.6000000,216.5700000,215.5400000,216.4400000,1537603
US1.AAPL,30,20180821,193000,216.4345000,216.8300000,216.1252000,216.5400000,1158241
US1.AAPL,30,20180821,200000,216.5400000,217.0000000,216.3800000,216.8300000,846423
US1.AAPL,30,20180821,203000,216.8400000,217.1900000,216.7138000,216.9150000,1187003
US1.AAPL,30,20180821,210000,216.9100000,216.9500000,216.4500000,216.5100000,636934
US1.AAPL,30,20180821,213000,216.5100000,216.5500000,216.2100000,216.3936000,757345
US1.AAPL,30,20180821,220000,216.3900000,216.3900000,215.2600000,215.5530000,1257460
US1.AAPL,30,20180821,223000,215.5600000,215.7100000,215.0900000,215.1400000,1180141
US1.AAPL,30,20180821,230000,215.1500000,215.4300000,214.0900000,215.0600000,2179348
US1.AAPL,30,20180822,170000,214.1000000,215.7190000,214.0500000,214.2650000,2380499
US1.AAPL,30,20180822,173000,214.2600000,215.1300000,213.8400000,214.5001000,1882994
US1.AAPL,30,20180822,180000,214.5000000,215.4600000,214.4410000,215.2600000,1075254
US1.AAPL,30,20180822,183000,215.2600000,216.3500000,215.2100000,216.2900000,1320955
US1.AAPL,30,20180822,190000,216.2800000,216.3600000,215.7125000,216.1300000,804571
US1.AAPL,30,20180822,193000,216.1200000,216.1700000,215.5300000,215.5800000,510594
US1.AAPL,30,20180822,200000,215.5700000,215.6900000,215.1200000,215.3400000,566259
US1.AAPL,30,20180822,203000,215.3300000,215.5700000,215.0310000,215.4711000,543520
US1.AAPL,30,20180822,210000,215.4732000,215.6800000,215.1400000,215.3500000,510550
US1.AAPL,30,20180822,213000,215.3500000,215.7800000,214.5600000,215.0400000,1170660
US1.AAPL,30,20180822,220000,215.0400000,215.5400000,214.8300000,215.5369000,965222
US1.AAPL,30,20180822,223000,215.5200000,215.6400000,215.2001000,215.2600000,775970
US1.AAPL,30,20180822,230000,215.2700000,215.6100000,215.0000000,215.0600000,1688974
US1.AAPL,30,20180823,170000,214.7200000,217.0500000,214.6000000,216.7600000,2720629
US1.AAPL,30,20180823,173000,216.7600000,216.9700000,216.2400000,216.8500000,1492594
US1.AAPL,30,20180823,180000,216.8600000,216.8700000,215.9300000,215.9537000,985478
US1.AAPL,30,20180823,183000,215.9500000,216.0714000,215.1100000,215.3800000,1301882
US1.AAPL,30,20180823,190000,215.3900000,215.7799000,215.1300000,215.4400000,895847
US1.AAPL,30,20180823,193000,215.4500000,216.4200000,215.3897000,216.3500000,1074407
US1.AAPL,30,20180823,200000,216.3545000,216.4500000,215.9400000,216.0300000,652620
US1.AAPL,30,20180823,203000,216.0300000,216.2600000,215.8500000,216.2210000,484532
US1.AAPL,30,20180823,210000,216.2250000,216.2300000,215.8700000,215.9590000,428707
US1.AAPL,30,20180823,213000,215.9500000,216.6850000,215.9500000,216.5500000,793454
US1.AAPL,30,20180823,220000,216.5420000,216.6100000,216.3200000,216.5000000,654919
US1.AAPL,30,20180823,223000,216.5000000,216.5500000,216.2400000,216.3800000,571996
US1.AAPL,30,20180823,230000,216.3900000,216.4605000,215.1500000,215.5800000,2302321
US1.AAPL,30,20180824,170000,216.6000000,216.9000000,215.8000000,215.8900000,2206641
US1.AAPL,30,20180824,173000,215.9000000,216.3200000,215.1100000,215.8790000,2231358
US1.AAPL,30,20180824,180000,215.8900000,216.2800000,215.7200000,215.8300000,1486795
US1.AAPL,30,20180824,183000,215.8250000,216.0200000,215.4200000,215.9000000,1107596
US1.AAPL,30,20180824,190000,215.9000000,216.3300000,215.9000000,216.0700000,786588
US1.AAPL,30,20180824,193000,216.0800000,216.1900000,215.9010000,216.0700000,480001
US1.AAPL,30,20180824,200000,216.0700000,216.1500000,215.9600000,216.0444000,499927
US1.AAPL,30,20180824,203000,216.0400000,216.1600000,215.7800000,216.0800000,573328
US1.AAPL,30,20180824,210000,216.0800000,216.1932000,215.9200000,216.1300000,667403
US1.AAPL,30,20180824,213000,216.1300000,216.5000000,216.0600000,216.4800000,752182
US1.AAPL,30,20180824,220000,216.4747000,216.4900000,216.0950000,216.1101000,460259
US1.AAPL,30,20180824,223000,216.1200000,216.3300000,216.0100000,216.2000000,609264
US1.AAPL,30,20180824,230000,216.2000000,216.5400000,215.9400000,216.1400000,1646719
US1.AAPL,30,20180827,170000,217.1500000,217.7200000,216.3300000,216.9800000,2974417
US1.AAPL,30,20180827,173000,217.0100000,217.7500000,216.7100000,217.7100000,2032086
US1.AAPL,30,20180827,180000,217.6901000,217.9200000,217.4400000,217.9144000,1199152
US1.AAPL,30,20180827,183000,217.9101000,218.3000000,217.7900000,218.0700000,1291888
US1.AAPL,30,20180827,190000,218.0500000,218.7400000,217.7300000,218.5550000,1433581
US1.AAPL,30,20180827,193000,218.5600000,218.6400000,218.3533000,218.4601000,841814
US1.AAPL,30,20180827,200000,218.4700000,218.4800000,217.9691000,218.3000000,759327
US1.AAPL,30,20180827,203000,218.2934000,218.3100000,218.0200000,218.1000000,505475
US1.AAPL,30,20180827,210000,218.0980000,218.3800000,218.0600000,218.2100000,477185
US1.AAPL,30,20180827,213000,218.2150000,218.3500000,218.1100000,218.3100000,510933
US1.AAPL,30,20180827,220000,218.3100000,218.4200000,218.1300000,218.3050000,576485
US1.AAPL,30,20180827,223000,218.3050000,218.3100000,217.7200000,218.1300000,1111421
US1.AAPL,30,20180827,230000,218.1200000,218.1200000,217.5500000,217.9900000,1927515
US1.AAPL,30,20180828,170000,219.0100000,219.8899000,218.9200000,219.4721000,3785176
US1.AAPL,30,20180828,173000,219.4800000,219.8400000,219.3300000,219.5100000,1878327
US1.AAPL,30,20180828,180000,219.5100000,219.7800000,219.4100000,219.7400000,1143019
US1.AAPL,30,20180828,183000,219.7400000,219.7500000,219.4100000,219.4700000,1047127
US1.AAPL,30,20180828,190000,219.4800000,219.6000000,219.0800000,219.2200000,1145048
US1.AAPL,30,20180828,193000,219.2300000,219.6900000,219.0900000,219.5700000,787316
US1.AAPL,30,20180828,200000,219.5800000,219.8200000,219.4700000,219.7800000,697048
US1.AAPL,30,20180828,203000,219.7898000,220.3900000,219.5300000,220.0100000,1868125
US1.AAPL,30,20180828,210000,220.0300000,220.5400000,219.8700000,220.2700000,1223794
US1.AAPL,30,20180828,213000,220.2783000,220.4200000,220.1500000,220.1900000,755120
US1.AAPL,30,20180828,220000,220.1901000,220.3100000,220.0265000,220.1701000,668502
US1.AAPL,30,20180828,223000,220.1700000,220.2390000,219.7300000,219.9590000,989705
US1.AAPL,30,20180828,230000,219.9500000,220.1900000,219.1800000,219.7100000,2432438
US1.AAPL,30,20180829,170000,220.2500000,220.9200000,219.4100000,220.4000000,3593818
US1.AAPL,30,20180829,173000,220.3900000,220.7500000,220.2000000,220.7200000,1594485
US1.AAPL,30,20180829,180000,220.7200000,221.5000000,220.6000000,221.3700000,1931359
US1.AAPL,30,20180829,183000,221.3700000,221.9800000,221.1501000,221.9600000,1355054
US1.AAPL,30,20180829,190000,221.9600000,222.2590000,221.6300000,222.1600000,1700037
US1.AAPL,30,20180829,193000,222.1533000,222.2200000,221.9372000,222.0700000,1111045
US1.AAPL,30,20180829,200000,222.0600000,222.1000000,221.6100000,221.7600000,1178207
US1.AAPL,30,20180829,203000,221.7600000,222.0700000,221.6100000,221.9727000,838167
US1.AAPL,30,20180829,210000,221.9700000,222.1800000,221.9200000,222.0914000,925567
US1.AAPL,30,20180829,213000,222.0900000,222.5400000,222.0600000,222.4401000,1278392
US1.AAPL,30,20180829,220000,222.4400000,222.8200000,222.3900000,222.7500000,1424928
US1.AAPL,30,20180829,223000,222.7550000,223.1200000,222.7300000,223.0300000,1640445
US1.AAPL,30,20180829,230000,223.0200000,223.4900000,222.7701000,222.9800000,2908370
US1.AAPL,30,20180830,170000,223.2500000,224.5700000,222.5400000,222.6500000,4933891
US1.AAPL,30,20180830,173000,222.6400000,223.5600000,222.4000000,222.9300000,2262951
US1.AAPL,30,20180830,180000,222.9300000,223.8900000,222.6700000,223.4300000,1901517
US1.AAPL,30,20180830,183000,223.4200000,224.4800000,223.3100000,223.8500000,2196942
US1.AAPL,30,20180830,190000,223.8400000,224.6400000,223.8400000,224.5000000,1487771
US1.AAPL,30,20180830,193000,224.5100000,225.5000000,224.2800000,225.4364000,3134879
US1.AAPL,30,20180830,200000,225.4325000,226.6300000,225.3700000,226.3300000,2870736
US1.AAPL,30,20180830,203000,226.3101000,227.8800000,226.2898000,227.6900000,3564177
US1.AAPL,30,20180830,210000,227.6800000,228.0000000,227.2600000,227.7700000,2690049
US1.AAPL,30,20180830,213000,227.7700000,228.2600000,225.6410000,226.0999000,4516872
US1.AAPL,30,20180830,220000,226.1000000,226.8400000,225.1100000,225.1100000,2943076
US1.AAPL,30,20180830,223000,225.1200000,225.4100000,223.8200000,225.3700000,4380243
US1.AAPL,30,20180830,230000,225.3600000,225.4900000,224.6100000,225.0700000,3419789
US1.AAPL,30,20180831,170000,226.5100000,228.2800000,226.2100000,227.8361000,5736861
US1.AAPL,30,20180831,173000,227.8300000,228.8700000,227.3600000,227.6300000,4108299
US1.AAPL,30,20180831,180000,227.6400000,228.3800000,227.2900000,228.0700000,2253978
US1.AAPL,30,20180831,183000,228.0649000,228.5800000,227.3500000,227.3710000,1986212
US1.AAPL,30,20180831,190000,227.3800000,227.5900000,226.6200000,227.0600000,2164240
US1.AAPL,30,20180831,193000,227.0600000,227.9700000,226.8700000,227.7900000,1661245
US1.AAPL,30,20180831,200000,227.7810000,228.4700000,227.4300000,228.4500000,1815268
US1.AAPL,30,20180831,203000,228.4415000,228.6400000,227.7700000,227.8111000,1349131
US1.AAPL,30,20180831,210000,227.8090000,228.1190000,227.5000000,227.8610000,1049014
US1.AAPL,30,20180831,213000,227.8702000,227.9300000,227.0390000,227.5240000,1246731
US1.AAPL,30,20180831,220000,227.5400000,227.7600000,227.3650000,227.5185000,1048207
US1.AAPL,30,20180831,223000,227.5121000,227.9227000,227.1500000,227.2990000,1531510
US1.AAPL,30,20180831,230000,227.3000000,228.0300000,227.3000000,227.5100000,4146181
US1.AAPL,30,20180904,170000,228.4900000,228.9400000,226.6300000,226.9600000,4689373
US1.AAPL,30,20180904,173000,226.9600000,228.3300000,226.9200000,227.6800000,2365485
US1.AAPL,30,20180904,180000,227.6800000,228.7500000,227.4600000,228.5000000,1870972
US1.AAPL,30,20180904,183000,228.5100000,229.1800000,228.2100000,228.6498000,1875474
US1.AAPL,30,20180904,190000,228.6500000,228.9307000,227.6448000,227.7200000,1515916
US1.AAPL,30,20180904,193000,227.7200000,227.9100000,226.9900000,227.2800000,1408939
US1.AAPL,30,20180904,200000,227.2900000,228.3600000,227.1400000,228.1070000,1146679
US1.AAPL,30,20180904,203000,228.1052000,228.7400000,228.0700000,228.3600000,1005642
US1.AAPL,30,20180904,210000,228.3700000,228.6000000,228.0700000,228.4890000,767338
US1.AAPL,30,20180904,213000,228.4900000,228.5599000,228.1101000,228.4450000,679568
US1.AAPL,30,20180904,220000,228.4400000,228.5800000,228.2001000,228.3900000,683445
US1.AAPL,30,20180904,223000,228.4200000,228.5200000,228.1200000,228.3800000,724263
US1.AAPL,30,20180904,230000,228.3700000,228.6898000,228.1700000,228.3600000,1975958
US1.AAPL,30,20180905,170000,228.9900000,229.6700000,226.3631000,226.4210000,4626950
US1.AAPL,30,20180905,173000,226.4400000,226.8800000,225.1200000,225.7437000,3592742
US1.AAPL,30,20180905,180000,225.7400000,227.0000000,225.1000000,226.6367000,2730103
US1.AAPL,30,20180905,183000,226.6400000,226.8200000,225.6600000,226.3600000,1768185
US1.AAPL,30,20180905,190000,226.3600000,227.5600000,226.3100000,227.1900000,1594994
US1.AAPL,30,20180905,193000,227.2000000,228.7000000,227.1900000,228.5400000,1836016
US1.AAPL,30,20180905,200000,228.5400000,228.9700000,227.9500000,228.0100000,1624772
US1.AAPL,30,20180905,203000,228.0100000,228.8700000,227.8602000,228.5300000,1149885
US1.AAPL,30,20180905,210000,228.5300000,228.7100000,227.9850000,228.1800000,738136
US1.AAPL,30,20180905,213000,228.1800000,228.3600000,227.1500000,227.5200000,1307304
US1.AAPL,30,20180905,220000,227.5200000,227.7200000,226.8400000,227.1800000,885442
US1.AAPL,30,20180905,223000,227.1700000,227.4300000,226.6200000,227.0200000,1264338
US1.AAPL,30,20180905,230000,227.0100000,227.1800000,225.9200000,226.8700000,2811030
US1.AAPL,30,20180906,170000,226.2300000,227.3500000,224.4300000,226.3300000,3689459
US1.AAPL,30,20180906,173000,226.3300000,226.4300000,224.3100000,225.0100000,2429443
US1.AAPL,30,20180906,180000,225.0100000,225.0102000,222.1800000,223.0400000,4358309
US1.AAPL,30,20180906,183000,223.0800000,223.2100000,221.3000000,222.8700000,3555386
US1.AAPL,30,20180906,190000,222.8650000,223.6100000,222.5800000,223.5200000,2165684
US1.AAPL,30,20180906,193000,223.5100000,223.9000000,223.0600000,223.2800000,1344408
US1.AAPL,30,20180906,200000,223.2800000,223.4900000,222.6400000,222.7968000,1204736
US1.AAPL,30,20180906,203000,222.7900000,223.8500000,222.3300000,223.1251000,1537399
US1.AAPL,30,20180906,210000,223.1100000,223.6200000,222.8600000,222.9700000,935317
US1.AAPL,30,20180906,213000,222.9800000,223.3450000,222.4500000,222.5200000,1247713
US1.AAPL,30,20180906,220000,222.5100000,223.2900000,222.4802000,222.9100000,965363
US1.AAPL,30,20180906,223000,222.9100000,223.5400000,222.7000000,223.1200000,1435731
US1.AAPL,30,20180906,230000,223.1300000,223.5100000,222.8038000,223.1200000,2405663
US1.AAPL,30,20180907,170000,221.8500000,224.7600000,221.5400000,224.5660000,4276619
US1.AAPL,30,20180907,173000,224.5700000,225.0300000,224.2000000,224.4100000,2024435
US1.AAPL,30,20180907,180000,224.4000000,225.2224000,224.2400000,225.1699000,1461837
US1.AAPL,30,20180907,183000,225.1800000,225.2800000,224.4500000,224.8200000,1582992
US1.AAPL,30,20180907,190000,224.8200000,225.3700000,224.5100000,224.5950000,1236938
US1.AAPL,30,20180907,193000,224.5947000,224.6540000,222.7810000,223.1100000,2307110
US1.AAPL,30,20180907,200000,223.1100000,224.3890000,222.9801000,224.2750000,1481889
US1.AAPL,30,20180907,203000,224.2730000,224.3400000,223.1100000,223.6300000,1132373
US1.AAPL,30,20180907,210000,223.6300000,224.0400000,223.3600000,223.4000000,845236
US1.AAPL,30,20180907,213000,223.3900000,224.4400000,223.3700000,224.3900000,861487
US1.AAPL,30,20180907,220000,224.4000000,224.7400000,224.1500000,224.7200000,1133301
US1.AAPL,30,20180907,223000,224.7100000,224.8400000,224.3700000,224.6200000,1054528
US1.AAPL,30,20180907,230000,224.6200000,224.7300000,220.7100000,221.4200000,10197762
US1.AAPL,30,20180910,170000,220.9600000,221.8500000,217.2260000,218.8100000,6862403
US1.AAPL,30,20180910,173000,218.8400000,219.1700000,216.4700000,216.7550000,3935951
US1.AAPL,30,20180910,180000,216.7500000,218.2100000,216.4800000,217.5600000,2736039
US1.AAPL,30,20180910,183000,217.5600000,218.9600000,217.0600000,218.9200000,2286491
US1.AAPL,30,20180910,190000,218.9300000,219.5100000,218.3700000,219.3600000,1984686
US1.AAPL,30,20180910,193000,219.3650000,219.3700000,217.1800000,217.7731000,1953079
US1.AAPL,30,20180910,200000,217.7750000,217.9500000,216.8100000,217.0950000,1423589
US1.AAPL,30,20180910,203000,217.0800000,217.9800000,217.0450000,217.8401000,1078541
US1.AAPL,30,20180910,210000,217.8439000,218.4300000,217.7100000,218.3000000,1035105
US1.AAPL,30,20180910,213000,218.2950000,218.7500000,218.1222000,218.4100000,1038475
US1.AAPL,30,20180910,220000,218.4146000,218.4500000,218.1400000,218.3400000,768916
US1.AAPL,30,20180910,223000,218.3400000,218.9000000,218.3330000,218.5100000,1225801
US1.AAPL,30,20180910,230000,218.5000000,218.9900000,218.1900000,218.3402000,3045671
US1.AAPL,30,20180911,170000,217.9400000,219.3800000,216.5600000,218.7200000,4583133
US1.AAPL,30,20180911,173000,218.7300000,220.6200000,218.5700000,220.0998000,2690003
US1.AAPL,30,20180911,180000,220.0900000,220.5000000,219.5300000,220.4400000,1732262
US1.AAPL,30,20180911,183000,220.4500000,221.3301000,220.4200000,221.1328000,1686748
US1.AAPL,30,20180911,190000,221.1300000,222.9300000,221.1300000,222.8900000,2133599
US1.AAPL,30,20180911,193000,222.8900000,223.9300000,222.8700000,223.1470000,3464298
US1.AAPL,30,20180911,200000,223.1500000,223.7000000,222.8200000,223.6759000,1655156
US1.AAPL,30,20180911,203000,223.6900000,223.7900000,223.0700000,223.0700000,1274685
US1.AAPL,30,20180911,210000,223.0600000,223.7031000,222.9500000,223.6796000,1051440
US1.AAPL,30,20180911,213000,223.6700000,224.2099000,223.2600000,224.0100000,1471381
US1.AAPL,30,20180911,220000,224.0200000,224.2990000,223.8100000,223.9300000,1205806
US1.AAPL,30,20180911,223000,223.9255000,224.0500000,223.2150000,223.2800000,1427451
US1.AAPL,30,20180911,230000,223.2800000,224.0500000,223.0600000,223.8600000,3328520
US1.AAPL,30,20180912,170000,224.9400000,225.0000000,220.2700000,220.8264000,6485651
US1.AAPL,30,20180912,173000,220.8500000,222.1200000,220.7000000,221.0400000,2594422
US1.AAPL,30,20180912,180000,221.0700000,221.1900000,219.8400000,220.0400000,2556876
US1.AAPL,30,20180912,183000,220.0325000,222.4190000,219.9200000,222.2100000,3188201
US1.AAPL,30,20180912,190000,222.2200000,223.1000000,220.7454000,220.8699000,2254148
US1.AAPL,30,20180912,193000,220.8700000,221.9900000,220.8300000,221.6100000,1391070
US1.AAPL,30,20180912,200000,221.6100000,221.8605000,221.0900000,221.1450000,1158507
US1.AAPL,30,20180912,203000,221.1416000,224.0000000,221.1300000,223.9300000,3728049
US1.AAPL,30,20180912,210000,223.9400000,224.4200000,221.6201000,221.9780000,3861079
US1.AAPL,30,20180912,213000,221.9700000,222.2800000,220.6500000,221.1100000,2526888
US1.AAPL,30,20180912,220000,221.1000000,221.4990000,219.8800000,220.3774000,3014828
US1.AAPL,30,20180912,223000,220.3752000,222.4800000,220.3752000,221.9960000,2708615
US1.AAPL,30,20180912,230000,222.0100000,222.0600000,220.3599000,221.0600000,3796165
US1.AAPL,30,20180913,170000,223.5200000,225.2900000,222.5700000,223.8800000,5383090
US1.AAPL,30,20180913,173000,223.8800000,225.7000000,223.8000000,225.2000000,4020549
US1.AAPL,30,20180913,180000,225.1900000,226.1900000,224.9500000,225.9000000,2899559
US1.AAPL,30,20180913,183000,225.9099000,227.2000000,225.6000000,226.7400000,3141171
US1.AAPL,30,20180913,190000,226.7500000,227.8200000,226.5400000,227.5600000,2114990
US1.AAPL,30,20180913,193000,227.5683000,228.3500000,227.3900000,227.5300000,2383088
US1.AAPL,30,20180913,200000,227.5400000,227.8800000,226.8100000,227.0099000,1393047
US1.AAPL,30,20180913,203000,227.0100000,227.3452000,226.1500000,226.4900000,1677693
US1.AAPL,30,20180913,210000,226.4999000,226.6200000,225.6000000,226.3290000,1494880
US1.AAPL,30,20180913,213000,226.3200000,226.9100000,225.2000000,226.1409000,1774502
US1.AAPL,30,20180913,220000,226.1419000,226.6300000,225.6731000,225.7800000,1161027
US1.AAPL,30,20180913,223000,225.7900000,225.8400000,225.0500000,225.3900000,1482253
US1.AAPL,30,20180913,230000,225.3859000,226.4400000,225.2900000,226.4000000,2661748
US1.AAPL,30,20180914,170000,225.7500000,226.8400000,224.0700000,225.8400000,4746079
US1.AAPL,30,20180914,173000,225.8400000,225.9500000,224.7800000,225.8700000,2282784
US1.AAPL,30,20180914,180000,225.8700000,226.2400000,224.8800000,225.0500000,1664202
US1.AAPL,30,20180914,183000,225.0700000,225.4600000,224.4100000,224.7400000,1798474
US1.AAPL,30,20180914,190000,224.7600000,224.9339000,224.2500000,224.5000000,1231514
US1.AAPL,30,20180914,193000,224.5000000,224.6000000,222.5220000,222.8700000,3262547
US1.AAPL,30,20180914,200000,222.8700000,223.6500000,222.7000000,223.3909000,1279242
US1.AAPL,30,20180914,203000,223.3900000,224.0990000,222.7800000,224.0200000,1141540
US1.AAPL,30,20180914,210000,224.0269000,224.3100000,223.7100000,224.0861000,896484
US1.AAPL,30,20180914,213000,224.0900000,224.1500000,223.2700000,223.6900000,1071715
US1.AAPL,30,20180914,220000,223.6900000,223.9100000,223.4503000,223.8300000,741862
US1.AAPL,30,20180914,223000,223.8300000,224.0000000,223.3300000,223.5301000,1036365
US1.AAPL,30,20180914,230000,223.5400000,224.0700000,223.5000000,223.6400000,2401325
US1.AAPL,30,20180917,170000,222.1500000,222.9500000,219.7310000,221.2000000,4753784
US1.AAPL,30,20180917,173000,221.2000000,221.4400000,220.5200000,221.0800000,2020785
US1.AAPL,30,20180917,180000,221.0800000,221.1100000,219.2400000,219.7700000,2930888
US1.AAPL,30,20180917,183000,219.7550000,220.4300000,219.5700000,219.9800000,1605646
US1.AAPL,30,20180917,190000,219.9700000,220.1299000,219.5580000,219.9500000,1215578
US1.AAPL,30,20180917,193000,219.9561000,220.5500000,219.8650000,220.4100000,1309638
US1.AAPL,30,20180917,200000,220.4200000,220.4700000,219.7500000,219.9369000,886127
US1.AAPL,30,20180917,203000,219.9200000,220.0010000,219.2700000,219.3478000,1059279
US1.AAPL,30,20180917,210000,219.3499000,220.6000000,218.6700000,219.5033000,3096687
US1.AAPL,30,20180917,213000,219.5050000,220.3600000,219.3000000,219.8100000,1978291
US1.AAPL,30,20180917,220000,219.8129000,220.2800000,219.5410000,219.7200000,868719
US1.AAPL,30,20180917,223000,219.7400000,219.7800000,218.3700000,218.8000000,2194031
US1.AAPL,30,20180917,230000,218.8000000,218.8300000,217.2700000,217.8900000,4456174
US1.AAPL,30,20180918,170000,217.8300000,221.8500000,217.1200000,220.3725000,6248162
US1.AAPL,30,20180918,173000,220.4100000,221.3800000,220.1200000,220.1400000,2544809
US1.AAPL,30,20180918,180000,220.1400000,220.3900000,219.3400000,220.2179000,2331906
US1.AAPL,30,20180918,183000,220.2000000,220.2500000,219.2710000,219.4800000,1808808
US1.AAPL,30,20180918,190000,219.4900000,220.0300000,219.3500000,219.6300000,1237207
US1.AAPL,30,20180918,193000,219.6250000,219.8800000,219.4900000,219.7100000,864177
US1.AAPL,30,20180918,200000,219.7100000,219.9900000,218.3500000,218.7534000,1301822
US1.AAPL,30,20180918,203000,218.7585000,219.3900000,218.6900000,218.7800000,1018322
US1.AAPL,30,20180918,210000,218.7830000,219.3200000,218.5400000,219.1700000,935157
US1.AAPL,30,20180918,213000,219.1700000,219.4800000,218.8800000,219.3609000,868446
US1.AAPL,30,20180918,220000,219.3700000,219.7500000,218.7854000,218.8500000,1187922
US1.AAPL,30,20180918,223000,218.8500000,219.1300000,218.5600000,218.9700000,1036459
US1.AAPL,30,20180918,230000,218.9700000,219.0200000,218.1700000,218.2400000,2796542
US1.AAPL,30,20180919,170000,218.5000000,219.6200000,216.2065000,216.3553000,3891231
